Year,Month,Day,High,Low,Precip,SnowFall,Snowdepth
2014,6,12,66,54,0,0,0
2014,6,13,76,51,0,0,0
2014,6,14,66,58,1.6,0,0
2014,6,15,76,57,0.64,0,0
2014,6,16,85,63,0.38,0,0
2014,6,17,82,62,0.01,0,0
2014,6,18,81,69,0.51,0,0
2014,6,19,74,65,4.13,0,0
2014,6,20,85,67,T,0,0
2014,6,21,85,67,0,0,0
2014,6,22,77,66,0.09,0,0
2014,6,23,83,66,0,0,0
2014,6,24,84,64,0,0,0
2014,6,25,72,56,0,0,0
2014,6,26,81,58,0,0,0
2014,6,27,81,70,T,0,0
2014,6,28,83,69,0.5,0,0
2014,6,29,85,64,0.01,0,0
2014,6,30,81,65,T,0,0
2014,7,1,75,55,0.15,0,0
2014,7,2,74,54,0.01,0,0
2014,7,3,78,58,0,0,0
2014,7,4,78,60,0,0,0
2014,7,5,84,65,0,0,0
2014,7,6,90,69,0.13,0,0
2014,7,7,87,65,0.37,0,0
2014,7,8,77,62,0,0,0
2014,7,9,79,58,0,0,0
2014,7,10,85,61,0,0,0
2014,7,11,81,65,1.03,0,0
2014,7,12,80,68,0.06,0,0
2014,7,13,78,63,0,0,0
2014,7,14,65,56,0.07,0,0
2014,7,15,72,54,T,0,0
2014,7,16,77,55,0,0,0
2014,7,17,79,59,0,0,0
2014,7,18,79,60,0,0,0
2014,7,19,79,67,0,0,0
2014,7,20,87,70,0,0,0
2014,7,21,92,74,0,0,0
2014,7,22,86,70,0,0,0
2014,7,23,84,61,0,0,0
2014,7,24,82,63,0,0,0
2014,7,25,81,64,0.42,0,0
2014,7,26,86,71,0,0,0
2014,7,27,78,65,0.03,0,0
2014,7,28,77,63,0,0,0
2014,7,29,81,59,0,0,0
2014,7,30,83,60,0,0,0
2014,7,31,84,63,0,0,0
2014,8,1,87,65,0,0,0
2014,8,2,87,67,T,0,0
2014,8,3,88,68,0.67,0,0
2014,8,4,81,68,0,0,0
2014,8,5,81,62,0,0,0
2014,8,6,82,62,0,0,0
2014,8,7,83,65,0,0,0
2014,8,8,83,67,0,0,0
2014,8,9,79,67,T,0,0
2014,8,10,84,68,0.15,0,0
2014,8,11,78,62,0.04,0,0
2014,8,12,80,57,0,0,0
2014,8,13,83,63,0,0,0
2014,8,14,80,59,0,0,0
2014,8,15,85,64,0,0,0
2014,8,16,86,67,0.08,0,0
2014,8,17,81,68,0.27,0,0
2014,8,18,87,67,0.01,0,0
2014,8,19,81,65,0,0,0
2014,8,20,83,65,0,0,0
2014,8,21,85,70,0.07,0,0
2014,8,22,79,70,0,0,0
2014,8,23,77,69,T,0,0
2014,8,24,89,73,0.14,0,0
2014,8,25,79,64,0,0,0
2014,8,26,76,56,T,0,0
2014,8,27,78,59,T,0,0
2014,8,28,72,61,0.02,0,0
2014,8,29,80,66,0.68,0,0
2014,8,30,77,64,0.3,0,0
2014,8,31,85,62,0.47,0,0
2014,9,1,78,65,0.17,0,0
2014,9,2,78,62,0,0,0
